Status,url,Country,Date,treaty
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=889C,Norway,"April 27, 1971",Locarno Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1408C,Portugal,,Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=7786C,Republic of Korea,"April 17, 2011",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=890C,Republic of Moldova,"December 1, 1997",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=891C,Romania,"June 30, 1998",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=892C,Russian Federation,"December 15, 1972",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1392C,Serbia,"April 27, 1992",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=893C,Slovakia,"January 1, 1993",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=894C,Slovenia,"June 25, 1991",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=895C,Spain,"November 17, 1973",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=896C,Sweden,"April 27, 1971",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=897C,Switzerland,"April 27, 1971",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=898C,Tajikistan,"December 25, 1991",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=899C,the former Yugoslav Republic of Macedonia,"September 8, 1991",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=900C,Trinidad and Tobago,"March 20, 1996",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=901C,Turkey,"November 30, 1998",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1871C,Turkmenistan,"June 7, 2006",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2423C,Ukraine,"July 7, 2009",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1412C,United Kingdom,"October 21, 2003",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=902C,Uruguay,"January 19, 2000",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1929C,Uzbekistan,"July 19, 2006",Locarno Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1710C,Albania,"September 19, 2003",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=776C,Algeria,"July 5, 1972",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2010C,Argentina,"January 24, 2008",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1812C,Armenia,"March 6, 2005",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=777C,Australia,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=778C,Austria,"November 30, 1969",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1711C,Azerbaijan,"October 14, 2003",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1846C,Bahrain,"December 15, 2005",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=779C,Barbados,"March 12, 1985",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=780C,Belarus,"June 12, 1998",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=781C,Belgium,"June 6, 1962",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=782C,Benin,"February 6, 1979",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=783C,Bosnia and Herzegovina,"March 1, 1992",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=784C,Bulgaria,"February 27, 2001",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=785C,China,"August 9, 1994",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=786C,Croatia,"October 8, 1991",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=787C,Cuba,"December 26, 1995",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=788C,Czech Republic,"January 1, 1993",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=789C,Democratic People's Republic of Korea,"June 6, 1997",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=790C,Denmark,"November 30, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=791C,Dominica,"September 8, 2000",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1829C,Egypt,"June 18, 2005",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=792C,Estonia,"May 27, 1996",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=793C,Finland,"August 18, 1973",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=794C,France,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1712C,Georgia,"February 28, 2003",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=795C,Germany,"January 29, 1962",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=796C,Greece,"November 7, 1998",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=797C,Guinea,"November 5, 1996",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=798C,Hungary,"March 23, 1967",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=799C,Iceland,"April 9, 1995",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=800C,Ireland,"December 12, 1966",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=801C,Israel,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=802C,Italy,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1856C,Jamaica,"February 7, 2006",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=803C,Japan,"February 20, 1990",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2029C,Jordan,"November 14, 2008",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=804C,Kazakhstan,"April 24, 2002",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=805C,Kyrgyzstan,"December 10, 1998",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=806C,Latvia,"January 1, 1995",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=807C,Lebanon,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=808C,Liechtenstein,"May 29, 1967",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=809C,Lithuania,"February 22, 1997",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=810C,Luxembourg,"March 24, 1975",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=811C,Malawi,"October 24, 1995",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2008C,Malaysia,"September 28, 2007",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=812C,Mexico,"March 21, 2001",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=813C,Monaco,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=814C,Mongolia,"June 16, 2001",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1958C,Montenegro,"June 3, 2006",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=815C,Morocco,"October 1, 1966",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=816C,Mozambique,"January 18, 2002",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=817C,Netherlands,"August 20, 1962",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=818C,Norway,"July 28, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=819C,Poland,"March 4, 1997",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=820C,Portugal,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=821C,Republic of Korea,"January 8, 1999",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=822C,Republic of Moldova,"December 1, 1997",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=823C,Romania,"June 30, 1998",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=824C,Russian Federation,"July 26, 1971",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1840C,Saint Kitts and Nevis,"October 27, 2005",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=825C,Saint Lucia,"March 18, 2001",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1391C,Serbia,"April 27, 1992",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=826C,Singapore,"March 18, 1999",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=827C,Slovakia,"January 1, 1993",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=828C,Slovenia,"June 25, 1991",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=829C,Spain,"April 8, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=830C,Suriname,"December 16, 1981",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=831C,Sweden,"July 28, 1961",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=832C,Switzerland,"August 20, 1962",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1816C,Syrian Arab Republic,"March 28, 2005",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=833C,Tajikistan,"December 25, 1991",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=834C,the former Yugoslav Republic of Macedonia,"September 8, 1991",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=835C,Trinidad and Tobago,"March 20, 1996",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=836C,Tunisia,"May 29, 1967",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=837C,Turkey,"January 1, 1996",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1870C,Turkmenistan,"June 7, 2006",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=838C,Ukraine,"December 29, 2000",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=839C,United Kingdom,"April 15, 1963",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=840C,United Republic of Tanzania,"September 14, 1999",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=841C,United States of America,"May 25, 1972",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=842C,Uruguay,"January 19, 2000",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=843C,Uzbekistan,"January 12, 2002",Nice Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1940C,Albania,"July 24, 2007",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2005C,Argentina,"September 13, 2008",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1810C,Armenia,"December 6, 2005",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=723C,Australia,"November 12, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=724C,Austria,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1578C,Azerbaijan,"July 14, 2004",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=725C,Belarus,"March 12, 1999",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=726C,Belgium,"July 4, 1976",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2041C,Bosnia and Herzegovina,"October 27, 2009",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=727C,Brazil,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=728C,Bulgaria,"November 27, 2001",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=729C,Canada,"January 11, 1996",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=730C,China,"June 19, 1997",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=731C,Croatia,"November 25, 2000",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=732C,Cuba,"November 9, 1996",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=733C,Czech Republic,"January 1, 1993",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=734C,Democratic People's Republic of Korea,"November 21, 2002",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=735C,Denmark,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=736C,Egypt,"October 17, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=737C,Estonia,"February 27, 1997",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=738C,Finland,"May 16, 1976",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=739C,France,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=740C,Germany,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=741C,Greece,"October 21, 1997",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=742C,Guinea,"August 5, 1997",Strasbourg Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1574C,Holy See,,Strasbourg Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1575C,Iran (Islamic Republic of),,Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=743C,Ireland,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=744C,Israel,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=745C,Italy,"March 30, 1980",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=746C,Japan,"August 18, 1977",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=747C,Kazakhstan,"January 24, 2003",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=748C,Kyrgyzstan,"September 10, 1999",Strasbourg Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1576C,Liechtenstein,,Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=749C,Luxembourg,"April 9, 1977",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=750C,Malawi,"July 24, 1996",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=751C,Mexico,"October 26, 2001",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=752C,Monaco,"June 13, 1976",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=753C,Mongolia,"March 16, 2002",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=10227C,Montenegro,"January 6, 2013",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=754C,Netherlands,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=755C,Norway,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=756C,Poland,"December 4, 1997",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=757C,Portugal,"May 1, 1979",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=758C,Republic of Korea,"October 8, 1999",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=759C,Republic of Moldova,"September 1, 1998",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=760C,Romania,"March 31, 1999",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=761C,Russian Federation,"October 3, 1976",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1577C,Serbia,"July 15, 2010",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=762C,Slovakia,"January 1, 1993",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=763C,Slovenia,"May 10, 2002",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=764C,Spain,"November 29, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=765C,Suriname,"November 25, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=766C,Sweden,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=767C,Switzerland,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=768C,Tajikistan,"December 25, 1991",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=769C,the former Yugoslav Republic of Macedonia,"May 30, 2003",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=770C,Trinidad and Tobago,"December 20, 1996",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=771C,Turkey,"October 1, 1996",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1872C,Turkmenistan,"March 7, 2007",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=2424C,Ukraine,"April 7, 2010",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=772C,United Kingdom,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=773C,United States of America,"October 7, 1975",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=774C,Uruguay,"October 19, 2000",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=775C,Uzbekistan,"October 12, 2002",Strasbourg Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1811C,Armenia,"March 6, 2005",Vienna Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=844C,Austria,"October 27, 1999",Vienna Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1372C,Belgium,,Vienna Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=10230C,Bosnia and Herzegovina,"April 19, 2012",Vienna Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1373C,Brazil,,Vienna Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=845C,Bulgaria,"February 27, 2001",Vienna Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1868C,Croatia,"May 9, 2006",Vienna Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=846C,Cuba,"July 18, 1997",Vienna Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1374C,Denmark,,Vienna Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=847C,France,"August 9, 1985",Vienna Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1397C,Germany,,Vienna Agreement
In Force,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=848C,Guinea,"November 5, 1996",Vienna Agreement
,http://www.wipo.int/treaties/en/Remarks.jsp?cnty_id=1375C,Hungary,,Vienna Agreement
